lot_id,product,line,lot_start_date,planned_release_date,disposition_date,status,batch_size_L,campaign_id
FIB3681,fibryga,Line_A,2025-01-17,2025-01-29,2025-01-28,Released,1790,CAMP_2025_01
OCT3682,octanate,Line_A,2025-01-18,2025-02-02,2025-02-01,Released,1044,CAMP_2025_01
FIB3683,fibryga,Line_A,2025-01-18,2025-01-29,2025-01-28,Released,1579,CAMP_2025_01
OCT3684,octanate,Line_C,2025-01-19,2025-01-30,2025-02-03,Released,1701,CAMP_2025_01
OCT3685,octanate_LV,Line_C,2025-01-19,2025-02-04,2025-02-03,Released,918,CAMP_2025_01
FIB3686,fibryga,Line_B,2025-01-19,2025-01-29,2025-01-30,Released,500,CAMP_2025_01
FIB3687,fibryga,Line_C,2025-01-19,2025-01-29,2025-02-05,Released,1157,CAMP_2025_01
OCT3688,octanate,Line_B,2025-01-20,2025-02-01,2025-01-30,Released,839,CAMP_2025_01
OCT3689,octanate,Line_C,2025-01-20,2025-01-31,2025-02-01,Released,796,CAMP_2025_01
OCT3690,octanate_LV,Line_A,2025-01-20,2025-02-05,2025-02-13,Released,1831,CAMP_2025_01
OCT3691,octanate_LV,Line_B,2025-01-20,2025-01-30,2025-01-30,Released,557,CAMP_2025_01
OCT3692,octanate_LV,Line_A,2025-01-21,2025-02-05,2025-02-12,Released,1717,CAMP_2025_01
OCT3693,octanate_LV,Line_B,2025-01-22,2025-01-30,2025-01-31,Released,1558,CAMP_2025_01
FIB3694,fibryga,Line_A,2025-01-22,2025-02-01,2025-01-31,Released,1307,CAMP_2025_01
OCT3695,octanate_LV,Line_B,2025-01-23,2025-02-08,2025-02-09,Released,1138,CAMP_2025_01
FIB3696,fibryga,Line_A,2025-01-23,2025-02-03,2025-02-01,Released,1170,CAMP_2025_01
FIB3697,fibryga,Line_B,2025-01-23,2025-02-03,2025-02-01,Released,726,CAMP_2025_01
FIB3698,fibryga,Line_C,2025-01-23,2025-02-01,2025-01-31,Released,619,CAMP_2025_01
OCT3699,octanate_LV,Line_A,2025-01-24,2025-02-06,2025-02-04,Released,1219,CAMP_2025_01
OCT3700,octanate_LV,Line_B,2025-01-24,2025-02-07,2025-02-10,Released,965,CAMP_2025_01
OCT3701,octanate,Line_A,2025-01-25,2025-02-06,2025-02-07,Released,704,CAMP_2025_01
OCT3702,octanate,Line_C,2025-01-25,2025-02-06,2025-02-07,Released,1494,CAMP_2025_01
OCT3703,octanate_LV,Line_A,2025-01-25,2025-02-01,2025-02-01,Released,778,CAMP_2025_01
OCT3704,octanate_LV,Line_B,2025-01-25,2025-02-10,2025-02-11,Released,1100,CAMP_2025_01
FIB3705,fibryga,Line_C,2025-01-25,2025-02-09,2025-02-10,Released,1518,CAMP_2025_01
OCT3706,octanate,Line_B,2025-01-26,2025-02-08,2025-02-09,Released,1136,CAMP_2025_01
OCT3707,octanate,Line_C,2025-01-26,2025-02-07,2025-02-08,Released,1196,CAMP_2025_01
OCT3708,octanate_LV,Line_B,2025-01-26,2025-02-09,2025-02-09,Released,1153,CAMP_2025_01
FIB3709,fibryga,Line_A,2025-01-26,2025-02-10,2025-02-08,Released,1370,CAMP_2025_01
FIB3710,fibryga,Line_B,2025-01-26,2025-02-07,2025-02-09,Released,1280,CAMP_2025_01
OCT3711,octanate,Line_B,2025-01-27,2025-02-09,2025-02-11,Released,610,CAMP_2025_01
OCT3712,octanate,Line_C,2025-01-27,2025-02-08,2025-02-08,Released,968,CAMP_2025_01
OCT3713,octanate_LV,Line_B,2025-01-27,2025-02-09,2025-02-10,Released,742,CAMP_2025_01
OCT3714,octanate_LV,Line_C,2025-01-27,2025-02-07,2025-02-09,Released,1376,CAMP_2025_01
OCT3715,octanate,Line_A,2025-01-28,2025-02-06,2025-02-04,Released,1299,CAMP_2025_01
OCT3716,octanate,Line_B,2025-01-28,2025-02-05,2025-02-06,Released,689,CAMP_2025_01
OCT3717,octanate,Line_C,2025-01-28,2025-02-12,2025-02-12,Released,1592,CAMP_2025_01
FIB3718,fibryga,Line_A,2025-01-28,2025-02-12,2025-02-22,Released,1705,CAMP_2025_01
FIB3719,fibryga,Line_C,2025-01-28,2025-02-11,2025-02-10,Released,901,CAMP_2025_01
OCT3720,octanate,Line_B,2025-01-29,2025-02-14,2025-02-14,Released,1409,CAMP_2025_01
OCT3721,octanate_LV,Line_C,2025-01-29,2025-02-07,2025-02-08,Released,1038,CAMP_2025_01
OCT3722,octanate,Line_A,2025-01-30,2025-02-07,2025-02-05,Released,917,CAMP_2025_01
OCT3723,octanate,Line_C,2025-01-30,2025-02-13,2025-02-15,Released,1208,CAMP_2025_01
FIB3724,fibryga,Line_C,2025-01-30,2025-02-08,2025-02-08,Released,1552,CAMP_2025_01
OCT3725,octanate,Line_A,2025-01-31,2025-02-09,2025-02-15,Released,1531,CAMP_2025_01
OCT3726,octanate,Line_B,2025-01-31,2025-02-11,2025-02-11,Released,596,CAMP_2025_01
OCT3727,octanate,Line_C,2025-01-31,2025-02-13,2025-02-15,Released,1084,CAMP_2025_01
OCT3728,octanate_LV,Line_B,2025-01-31,2025-02-09,2025-02-07,Released,728,CAMP_2025_01
OCT3729,octanate_LV,Line_C,2025-01-31,2025-02-10,2025-02-12,Released,1084,CAMP_2025_01
OCT3730,octanate_LV,Line_B,2025-02-01,2025-02-15,2025-02-16,Released,922,CAMP_2025_02
OCT3731,octanate_LV,Line_C,2025-02-01,2025-02-12,2025-02-11,Released,1502,CAMP_2025_02
FIB3732,fibryga,Line_A,2025-02-01,2025-02-11,2025-02-12,Released,1903,CAMP_2025_02
FIB3733,fibryga,Line_B,2025-02-01,2025-02-09,2025-02-09,Released,1962,CAMP_2025_02
FIB3734,fibryga,Line_C,2025-02-01,2025-02-16,2025-02-20,Released,1742,CAMP_2025_02
OCT3735,octanate_LV,Line_A,2025-02-02,2025-02-12,2025-02-18,Released,1165,CAMP_2025_02
FIB3736,fibryga,Line_A,2025-02-02,2025-02-18,2025-02-18,Released,970,CAMP_2025_02
FIB3737,fibryga,Line_C,2025-02-02,2025-02-10,2025-02-11,Released,1402,CAMP_2025_02
OCT3738,octanate,Line_B,2025-02-03,2025-02-11,2025-02-11,Released,852,CAMP_2025_02
OCT3739,octanate,Line_C,2025-02-03,2025-02-14,2025-02-14,Released,1035,CAMP_2025_02
OCT3740,octanate_LV,Line_A,2025-02-03,2025-02-10,2025-02-09,Released,1595,CAMP_2025_02
OCT3741,octanate,Line_B,2025-02-04,2025-02-16,2025-02-17,Released,801,CAMP_2025_02
OCT3742,octanate_LV,Line_C,2025-02-04,2025-02-19,2025-02-20,Released,1700,CAMP_2025_02
OCT3743,octanate,Line_C,2025-02-05,2025-02-17,2025-02-16,Released,1481,CAMP_2025_02
OCT3744,octanate_LV,Line_A,2025-02-05,2025-02-19,2025-02-19,Released,1271,CAMP_2025_02
OCT3745,octanate_LV,Line_B,2025-02-05,2025-02-13,2025-02-10,Rejected,1955,CAMP_2025_02
OCT3746,octanate_LV,Line_C,2025-02-05,2025-02-16,2025-02-22,Released,1640,CAMP_2025_02
FIB3747,fibryga,Line_C,2025-02-05,2025-02-15,2025-02-16,Released,809,CAMP_2025_02
OCT3748,octanate_LV,Line_B,2025-02-06,2025-02-15,2025-02-14,Released,853,CAMP_2025_02
FIB3749,fibryga,Line_B,2025-02-06,2025-02-22,2025-02-21,Released,843,CAMP_2025_02
FIB3750,fibryga,Line_C,2025-02-06,2025-02-13,2025-02-11,Released,879,CAMP_2025_02
OCT3751,octanate,Line_A,2025-02-07,2025-02-14,2025-02-23,Released,1444,CAMP_2025_02
OCT3752,octanate,Line_C,2025-02-07,2025-02-14,2025-02-15,Released,1964,CAMP_2025_02
OCT3753,octanate_LV,Line_A,2025-02-07,2025-02-14,2025-02-14,Released,887,CAMP_2025_02
OCT3754,octanate_LV,Line_B,2025-02-07,2025-02-15,2025-02-16,Released,1632,CAMP_2025_02
OCT3755,octanate_LV,Line_C,2025-02-07,2025-02-19,2025-02-17,Released,1707,CAMP_2025_02
FIB3756,fibryga,Line_B,2025-02-07,2025-02-21,2025-02-22,Released,899,CAMP_2025_02
FIB3757,fibryga,Line_C,2025-02-07,2025-02-20,2025-02-20,Released,1885,CAMP_2025_02
OCT3758,octanate,Line_B,2025-02-08,2025-02-18,2025-02-16,Released,1436,CAMP_2025_02
OCT3759,octanate_LV,Line_B,2025-02-08,2025-02-20,2025-02-20,Released,1174,CAMP_2025_02
FIB3760,fibryga,Line_C,2025-02-08,2025-02-15,2025-02-13,Released,1392,CAMP_2025_02
OCT3761,octanate,Line_C,2025-02-09,2025-02-20,2025-02-23,Released,1825,CAMP_2025_02
OCT3762,octanate_LV,Line_A,2025-02-09,2025-02-21,2025-02-22,Released,1951,CAMP_2025_02
OCT3763,octanate_LV,Line_B,2025-02-09,2025-02-19,2025-02-17,Released,1415,CAMP_2025_02
FIB3764,fibryga,Line_A,2025-02-09,2025-02-25,2025-02-25,Released,1766,CAMP_2025_02
OCT3765,octanate,Line_A,2025-02-10,2025-02-25,2025-02-26,Released,1359,CAMP_2025_02
OCT3766,octanate,Line_C,2025-02-10,2025-02-19,2025-02-20,Released,826,CAMP_2025_02
OCT3767,octanate_LV,Line_A,2025-02-10,2025-02-24,2025-02-23,Released,1605,CAMP_2025_02
OCT3768,octanate_LV,Line_B,2025-02-11,2025-02-23,2025-02-24,Released,869,CAMP_2025_02
OCT3769,octanate_LV,Line_C,2025-02-11,2025-02-19,2025-02-20,Released,547,CAMP_2025_02
FIB3770,fibryga,Line_B,2025-02-11,2025-02-18,2025-02-17,Released,1383,CAMP_2025_02
OCT3771,octanate,Line_B,2025-02-12,2025-02-27,2025-02-26,Released,1278,CAMP_2025_02
OCT3772,octanate,Line_C,2025-02-12,2025-02-20,2025-02-18,Released,1670,CAMP_2025_02
OCT3773,octanate_LV,Line_A,2025-02-12,2025-02-21,2025-02-22,Released,1239,CAMP_2025_02
OCT3774,octanate_LV,Line_B,2025-02-12,2025-02-24,2025-02-22,Released,1443,CAMP_2025_02
FIB3775,fibryga,Line_A,2025-02-12,2025-02-20,2025-02-19,Released,1499,CAMP_2025_02
FIB3776,fibryga,Line_B,2025-02-12,2025-02-28,2025-03-01,Released,697,CAMP_2025_02
OCT3777,octanate,Line_C,2025-02-13,2025-02-21,2025-02-22,Released,782,CAMP_2025_02
OCT3778,octanate_LV,Line_B,2025-02-13,2025-02-22,2025-02-23,Released,1184,CAMP_2025_02
FIB3779,fibryga,Line_A,2025-02-13,2025-02-20,2025-02-20,Released,1976,CAMP_2025_02
FIB3780,fibryga,Line_C,2025-02-13,2025-02-22,2025-03-02,Released,1894,CAMP_2025_02
OCT3781,octanate,Line_A,2025-02-14,2025-02-28,2025-02-26,Released,1153,CAMP_2025_02
OCT3782,octanate_LV,Line_A,2025-02-14,2025-03-02,2025-03-10,Released,1517,CAMP_2025_02
FIB3783,fibryga,Line_A,2025-02-14,2025-02-21,2025-03-02,Released,949,CAMP_2025_02
OCT3784,octanate_LV,Line_A,2025-02-15,2025-02-24,2025-02-26,Released,863,CAMP_2025_02
OCT3785,octanate,Line_A,2025-02-16,2025-02-23,2025-02-28,Released,829,CAMP_2025_02
OCT3786,octanate_LV,Line_A,2025-02-16,2025-02-25,2025-02-23,Released,1297,CAMP_2025_02
FIB3787,fibryga,Line_C,2025-02-16,2025-02-24,2025-03-04,Released,1651,CAMP_2025_02
OCT3788,octanate,Line_C,2025-02-17,2025-02-25,2025-02-23,Released,1750,CAMP_2025_02
OCT3789,octanate_LV,Line_A,2025-02-17,2025-03-03,2025-03-01,Released,1845,CAMP_2025_02
OCT3790,octanate_LV,Line_B,2025-02-17,2025-02-26,2025-02-24,Released,1242,CAMP_2025_02
OCT3791,octanate_LV,Line_C,2025-02-17,2025-03-03,2025-03-08,Released,908,CAMP_2025_02
FIB3792,fibryga,Line_A,2025-02-17,2025-03-03,2025-03-12,Released,1715,CAMP_2025_02
FIB3793,fibryga,Line_B,2025-02-17,2025-02-24,2025-03-06,Released,1025,CAMP_2025_02
OCT3794,octanate_LV,Line_B,2025-02-18,2025-03-02,2025-03-01,Released,1822,CAMP_2025_02
OCT3795,octanate_LV,Line_C,2025-02-18,2025-03-06,2025-03-07,Released,1714,CAMP_2025_02
FIB3796,fibryga,Line_B,2025-02-18,2025-03-03,2025-03-05,Released,1071,CAMP_2025_02
FIB3797,fibryga,Line_A,2025-02-19,2025-03-05,2025-03-07,Released,1602,CAMP_2025_02
FIB3798,fibryga,Line_B,2025-02-19,2025-02-27,2025-03-07,Released,592,CAMP_2025_02
FIB3799,fibryga,Line_C,2025-02-19,2025-03-06,2025-03-07,Released,954,CAMP_2025_02
OCT3800,octanate,Line_B,2025-02-20,2025-03-03,2025-03-05,Released,1396,CAMP_2025_02
OCT3801,octanate,Line_C,2025-02-20,2025-03-02,2025-03-03,Released,1361,CAMP_2025_02
OCT3802,octanate_LV,Line_C,2025-02-20,2025-03-07,2025-03-08,Released,1417,CAMP_2025_02
FIB3803,fibryga,Line_A,2025-02-20,2025-03-07,2025-03-09,Released,1113,CAMP_2025_02
OCT3804,octanate,Line_C,2025-02-21,2025-03-03,2025-03-03,Released,1331,CAMP_2025_02
OCT3805,octanate_LV,Line_C,2025-02-21,2025-02-28,2025-03-01,Released,1066,CAMP_2025_02
FIB3806,fibryga,Line_B,2025-02-21,2025-03-07,2025-03-07,Released,663,CAMP_2025_02
FIB3807,fibryga,Line_C,2025-02-21,2025-03-06,2025-03-07,Released,1993,CAMP_2025_02
OCT3808,octanate_LV,Line_A,2025-02-22,2025-03-06,2025-03-16,Released,1788,CAMP_2025_02
OCT3809,octanate,Line_A,2025-02-23,2025-03-03,2025-03-04,Released,1539,CAMP_2025_02
OCT3810,octanate,Line_C,2025-02-23,2025-03-02,2025-03-09,Released,1942,CAMP_2025_02
OCT3811,octanate_LV,Line_C,2025-02-23,2025-03-04,2025-03-05,Released,1331,CAMP_2025_02
FIB3812,fibryga,Line_B,2025-02-23,2025-03-05,2025-03-07,Released,1930,CAMP_2025_02
OCT3813,octanate_LV,Line_B,2025-02-24,2025-03-08,2025-03-08,Released,621,CAMP_2025_02
OCT3814,octanate_LV,Line_C,2025-02-24,2025-03-09,2025-03-07,Released,661,CAMP_2025_02
FIB3815,fibryga,Line_A,2025-02-24,2025-03-08,2025-03-09,Released,1210,CAMP_2025_02
OCT3816,octanate,Line_B,2025-02-25,2025-03-13,2025-03-15,Released,1078,CAMP_2025_02
OCT3817,octanate,Line_C,2025-02-25,2025-03-11,2025-03-21,Released,1942,CAMP_2025_02
OCT3818,octanate_LV,Line_A,2025-02-25,2025-03-06,2025-03-04,Released,1224,CAMP_2025_02
FIB3819,fibryga,Line_A,2025-02-25,2025-03-04,2025-03-02,Released,598,CAMP_2025_02
FIB3820,fibryga,Line_B,2025-02-25,2025-03-10,2025-03-11,Released,1122,CAMP_2025_02
OCT3821,octanate,Line_A,2025-02-26,2025-03-14,2025-03-21,Released,1213,CAMP_2025_02
OCT3822,octanate,Line_B,2025-02-26,2025-03-05,2025-03-06,Released,593,CAMP_2025_02
OCT3823,octanate_LV,Line_C,2025-02-26,2025-03-13,2025-03-14,Released,953,CAMP_2025_02
FIB3824,fibryga,Line_B,2025-02-26,2025-03-14,2025-03-13,Released,1617,CAMP_2025_02
FIB3825,fibryga,Line_C,2025-02-26,2025-03-08,2025-03-08,Released,800,CAMP_2025_02
OCT3826,octanate,Line_A,2025-02-27,2025-03-12,2025-03-15,Released,1334,CAMP_2025_02
OCT3827,octanate_LV,Line_C,2025-02-27,2025-03-12,2025-03-10,Released,650,CAMP_2025_02
OCT3828,octanate,Line_A,2025-02-28,2025-03-10,2025-03-10,Released,1922,CAMP_2025_02
FIB3829,fibryga,Line_A,2025-02-28,2025-03-16,2025-03-16,Released,960,CAMP_2025_02
FIB3830,fibryga,Line_B,2025-02-28,2025-03-13,2025-03-14,Released,821,CAMP_2025_02
FIB3831,fibryga,Line_C,2025-02-28,2025-03-07,2025-03-09,Released,522,CAMP_2025_02
OCT3832,octanate,Line_A,2025-03-01,2025-03-11,2025-03-11,Released,1022,CAMP_2025_03
OCT3833,octanate,Line_B,2025-03-01,2025-03-14,2025-03-15,Released,1440,CAMP_2025_03
OCT3834,octanate_LV,Line_A,2025-03-01,2025-03-08,2025-03-07,Released,948,CAMP_2025_03
OCT3835,octanate_LV,Line_C,2025-03-01,2025-03-09,2025-03-12,Released,1670,CAMP_2025_03
FIB3836,fibryga,Line_A,2025-03-01,2025-03-14,2025-03-12,Released,1229,CAMP_2025_03
FIB3837,fibryga,Line_B,2025-03-01,2025-03-16,2025-03-17,Released,1545,CAMP_2025_03
FIB3838,fibryga,Line_C,2025-03-01,2025-03-08,2025-03-09,Released,681,CAMP_2025_03
OCT3839,octanate,Line_A,2025-03-02,2025-03-16,2025-03-17,Released,1762,CAMP_2025_03
OCT3840,octanate,Line_C,2025-03-02,2025-03-14,2025-03-15,Released,1184,CAMP_2025_03
OCT3841,octanate,Line_B,2025-03-03,2025-03-19,2025-03-20,Released,1138,CAMP_2025_03
OCT3842,octanate,Line_C,2025-03-03,2025-03-10,2025-03-11,Released,1358,CAMP_2025_03
FIB3843,fibryga,Line_B,2025-03-03,2025-03-15,2025-03-14,Released,659,CAMP_2025_03
FIB3844,fibryga,Line_C,2025-03-03,2025-03-17,2025-03-16,Released,502,CAMP_2025_03
OCT3845,octanate,Line_B,2025-03-04,2025-03-16,2025-03-15,Released,1961,CAMP_2025_03
OCT3846,octanate_LV,Line_A,2025-03-04,2025-03-14,2025-03-13,Released,702,CAMP_2025_03
FIB3847,fibryga,Line_B,2025-03-04,2025-03-19,2025-03-20,Released,1980,CAMP_2025_03
FIB3848,fibryga,Line_C,2025-03-04,2025-03-16,2025-03-17,Released,717,CAMP_2025_03
OCT3849,octanate,Line_C,2025-03-05,2025-03-17,2025-03-18,Released,1995,CAMP_2025_03
OCT3850,octanate_LV,Line_B,2025-03-05,2025-03-19,2025-03-20,Released,842,CAMP_2025_03
FIB3851,fibryga,Line_A,2025-03-05,2025-03-20,2025-03-18,Released,1195,CAMP_2025_03
OCT3852,octanate_LV,Line_A,2025-03-06,2025-03-19,2025-03-18,Released,1541,CAMP_2025_03
FIB3853,fibryga,Line_A,2025-03-06,2025-03-21,2025-03-23,Released,609,CAMP_2025_03
OCT3854,octanate,Line_A,2025-03-07,2025-03-21,2025-03-22,Released,863,CAMP_2025_03
FIB3855,fibryga,Line_A,2025-03-07,2025-03-16,2025-03-20,Released,1068,CAMP_2025_03
FIB3856,fibryga,Line_B,2025-03-07,2025-03-18,2025-03-17,Released,1574,CAMP_2025_03
OCT3857,octanate,Line_A,2025-03-08,2025-03-20,2025-03-19,Released,1935,CAMP_2025_03
OCT3858,octanate,Line_B,2025-03-08,2025-03-17,2025-03-15,Released,761,CAMP_2025_03
OCT3859,octanate,Line_C,2025-03-08,2025-03-18,2025-03-18,Released,1963,CAMP_2025_03
OCT3860,octanate_LV,Line_B,2025-03-08,2025-03-17,2025-03-27,Released,1519,CAMP_2025_03
OCT3861,octanate_LV,Line_C,2025-03-08,2025-03-17,2025-03-15,Released,999,CAMP_2025_03
FIB3862,fibryga,Line_A,2025-03-08,2025-03-18,2025-03-23,Released,1530,CAMP_2025_03
FIB3863,fibryga,Line_B,2025-03-08,2025-03-20,2025-03-21,Released,1019,CAMP_2025_03
FIB3864,fibryga,Line_C,2025-03-08,2025-03-15,2025-03-13,Released,1205,CAMP_2025_03
OCT3865,octanate_LV,Line_C,2025-03-09,2025-03-25,2025-03-31,Released,770,CAMP_2025_03
OCT3866,octanate,Line_B,2025-03-10,2025-03-18,2025-03-19,Released,1745,CAMP_2025_03
OCT3867,octanate,Line_C,2025-03-10,2025-03-19,2025-03-18,Released,744,CAMP_2025_03
OCT3868,octanate_LV,Line_B,2025-03-10,2025-03-20,2025-03-20,Released,636,CAMP_2025_03
FIB3869,fibryga,Line_A,2025-03-10,2025-03-19,2025-03-18,Released,742,CAMP_2025_03
FIB3870,fibryga,Line_C,2025-03-10,2025-03-17,2025-03-17,Released,1355,CAMP_2025_03
OCT3871,octanate_LV,Line_C,2025-03-11,2025-03-24,2025-03-22,Released,1668,CAMP_2025_03
FIB3872,fibryga,Line_B,2025-03-11,2025-03-23,2025-03-30,Released,1021,CAMP_2025_03
FIB3873,fibryga,Line_C,2025-03-11,2025-03-18,2025-03-19,Released,1301,CAMP_2025_03
OCT3874,octanate_LV,Line_A,2025-03-12,2025-03-22,2025-03-22,Released,517,CAMP_2025_03
OCT3875,octanate_LV,Line_B,2025-03-12,2025-03-28,2025-03-29,Released,888,CAMP_2025_03
OCT3876,octanate_LV,Line_C,2025-03-12,2025-03-21,2025-03-22,Released,740,CAMP_2025_03
FIB3877,fibryga,Line_A,2025-03-12,2025-03-21,2025-03-23,Released,1862,CAMP_2025_03
FIB3878,fibryga,Line_B,2025-03-12,2025-03-24,2025-03-24,Released,1045,CAMP_2025_03
OCT3879,octanate,Line_A,2025-03-13,2025-03-28,2025-03-26,Released,1593,CAMP_2025_03
OCT3880,octanate_LV,Line_C,2025-03-13,2025-03-29,2025-03-28,Released,1809,CAMP_2025_03
FIB3881,fibryga,Line_A,2025-03-13,2025-03-24,2025-03-22,Released,1847,CAMP_2025_03
OCT3882,octanate,Line_A,2025-03-14,2025-03-24,2025-03-23,Released,774,CAMP_2025_03
OCT3883,octanate_LV,Line_A,2025-03-14,2025-03-28,2025-03-27,Released,1248,CAMP_2025_03
OCT3884,octanate_LV,Line_C,2025-03-14,2025-03-24,2025-03-26,Released,914,CAMP_2025_03
FIB3885,fibryga,Line_B,2025-03-14,2025-03-24,2025-04-01,Released,1869,CAMP_2025_03
OCT3886,octanate,Line_B,2025-03-15,2025-03-26,2025-03-27,Released,1990,CAMP_2025_03
OCT3887,octanate,Line_C,2025-03-15,2025-03-31,2025-04-01,Released,1177,CAMP_2025_03
OCT3888,octanate,Line_C,2025-03-16,2025-03-26,2025-03-25,Released,1394,CAMP_2025_03
OCT3889,octanate_LV,Line_A,2025-03-16,2025-03-30,2025-03-30,Released,1304,CAMP_2025_03
OCT3890,octanate_LV,Line_B,2025-03-16,2025-04-01,2025-04-02,Released,630,CAMP_2025_03
FIB3891,fibryga,Line_B,2025-03-16,2025-03-25,2025-03-27,Released,545,CAMP_2025_03
OCT3892,octanate_LV,Line_C,2025-03-17,2025-03-25,2025-03-24,Released,1317,CAMP_2025_03
FIB3893,fibryga,Line_B,2025-03-17,2025-03-29,2025-03-30,Released,1118,CAMP_2025_03
OCT3894,octanate,Line_A,2025-03-18,2025-03-28,2025-04-04,Released,779,CAMP_2025_03
OCT3895,octanate,Line_B,2025-03-18,2025-04-03,2025-04-03,Released,871,CAMP_2025_03
OCT3896,octanate,Line_C,2025-03-18,2025-03-29,2025-04-05,Released,1832,CAMP_2025_03
OCT3897,octanate_LV,Line_B,2025-03-18,2025-03-27,2025-03-25,Released,1116,CAMP_2025_03
FIB3898,fibryga,Line_B,2025-03-18,2025-03-25,2025-03-26,Released,950,CAMP_2025_03
OCT3899,octanate,Line_B,2025-03-19,2025-03-26,2025-03-30,Released,1515,CAMP_2025_03
OCT3900,octanate_LV,Line_C,2025-03-19,2025-03-27,2025-04-06,Released,689,CAMP_2025_03
FIB3901,fibryga,Line_C,2025-03-19,2025-03-29,2025-03-29,Released,860,CAMP_2025_03
OCT3902,octanate_LV,Line_A,2025-03-20,2025-04-03,2025-04-13,Released,897,CAMP_2025_03
OCT3903,octanate_LV,Line_C,2025-03-20,2025-03-27,2025-03-28,Released,1199,CAMP_2025_03
FIB3904,fibryga,Line_C,2025-03-20,2025-04-03,2025-04-02,Released,1682,CAMP_2025_03
OCT3905,octanate_LV,Line_A,2025-03-21,2025-03-28,2025-03-31,Released,1822,CAMP_2025_03
FIB3906,fibryga,Line_B,2025-03-21,2025-03-30,2025-03-28,Released,550,CAMP_2025_03
OCT3907,octanate,Line_A,2025-03-22,2025-04-06,2025-04-04,Released,574,CAMP_2025_03
OCT3908,octanate,Line_B,2025-03-22,2025-03-31,2025-03-30,Released,1993,CAMP_2025_03
OCT3909,octanate,Line_C,2025-03-22,2025-04-02,2025-04-04,Released,1856,CAMP_2025_03
OCT3910,octanate_LV,Line_B,2025-03-22,2025-04-04,2025-04-11,Released,964,CAMP_2025_03
FIB3911,fibryga,Line_B,2025-03-22,2025-04-01,2025-03-30,Released,1512,CAMP_2025_03
OCT3912,octanate,Line_B,2025-03-23,2025-04-02,2025-04-02,Released,1218,CAMP_2025_03
OCT3913,octanate_LV,Line_B,2025-03-23,2025-03-30,2025-03-29,Released,1678,CAMP_2025_03
FIB3914,fibryga,Line_C,2025-03-23,2025-04-04,2025-04-04,Released,1850,CAMP_2025_03
OCT3915,octanate,Line_C,2025-03-24,2025-04-02,2025-04-03,Released,964,CAMP_2025_03
OCT3916,octanate_LV,Line_B,2025-03-24,2025-04-08,2025-04-07,Released,502,CAMP_2025_03
OCT3917,octanate_LV,Line_C,2025-03-24,2025-04-07,2025-04-06,Released,1225,CAMP_2025_03
FIB3918,fibryga,Line_A,2025-03-24,2025-04-03,2025-04-01,Released,1538,CAMP_2025_03
FIB3919,fibryga,Line_B,2025-03-24,2025-03-31,2025-03-29,Released,600,CAMP_2025_03
OCT3920,octanate,Line_C,2025-03-25,2025-04-08,2025-04-06,Released,1535,CAMP_2025_03
OCT3921,octanate_LV,Line_C,2025-03-25,2025-04-01,2025-04-11,Released,755,CAMP_2025_03
FIB3922,fibryga,Line_A,2025-03-25,2025-04-02,2025-04-01,Released,1643,CAMP_2025_03
OCT3923,octanate,Line_A,2025-03-26,2025-04-03,2025-04-04,Released,1864,CAMP_2025_03
FIB3924,fibryga,Line_A,2025-03-26,2025-04-08,2025-04-08,Released,1406,CAMP_2025_03
FIB3925,fibryga,Line_C,2025-03-26,2025-04-05,2025-04-04,Released,1914,CAMP_2025_03
OCT3926,octanate,Line_B,2025-03-27,2025-04-05,2025-04-03,Released,1799,CAMP_2025_03
OCT3927,octanate,Line_C,2025-03-27,2025-04-12,2025-04-13,Released,1208,CAMP_2025_03
FIB3928,fibryga,Line_A,2025-03-27,2025-04-05,2025-04-07,Released,1329,CAMP_2025_03
FIB3929,fibryga,Line_B,2025-03-27,2025-04-05,2025-04-05,Released,932,CAMP_2025_03
FIB3930,fibryga,Line_C,2025-03-27,2025-04-03,2025-04-02,Released,1801,CAMP_2025_03
OCT3931,octanate_LV,Line_A,2025-03-28,2025-04-05,2025-04-05,Released,1312,CAMP_2025_03
FIB3932,fibryga,Line_A,2025-03-28,2025-04-07,2025-04-15,Released,969,CAMP_2025_03
OCT3933,octanate,Line_C,2025-03-29,2025-04-05,2025-04-03,Released,950,CAMP_2025_03
OCT3934,octanate_LV,Line_B,2025-03-29,2025-04-05,2025-04-05,Released,1859,CAMP_2025_03
OCT3935,octanate_LV,Line_C,2025-03-29,2025-04-14,2025-04-15,Released,1845,CAMP_2025_03
FIB3936,fibryga,Line_A,2025-03-29,2025-04-06,2025-04-08,Released,1475,CAMP_2025_03
FIB3937,fibryga,Line_B,2025-03-29,2025-04-10,2025-04-11,Released,856,CAMP_2025_03
OCT3938,octanate,Line_B,2025-03-30,2025-04-12,2025-04-12,Released,647,CAMP_2025_03
OCT3939,octanate,Line_C,2025-03-30,2025-04-11,2025-04-13,Released,534,CAMP_2025_03
FIB3940,fibryga,Line_A,2025-03-30,2025-04-09,2025-04-10,Released,1620,CAMP_2025_03
OCT3941,octanate,Line_A,2025-03-31,2025-04-07,2025-04-05,Released,1019,CAMP_2025_03
OCT3942,octanate,Line_B,2025-03-31,2025-04-09,2025-04-07,Released,1775,CAMP_2025_03
OCT3943,octanate_LV,Line_B,2025-03-31,2025-04-08,2025-04-12,Released,913,CAMP_2025_03
