deviation_id,lot_id,category,severity,description,opened_at,closed_at,capa_flag,assignee,root_cause
DEV00001,OCT2504,OOS_Result,Minor,"OOS result: protein_mg_ml = 11.5141 mg/ml (LSL:7.0, USL:10.0)",2024-03-04 09:00:00,2024-04-25 09:00:00,0,QA_Invest_1,Environment
DEV00001,OCT2506,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 216.7512 mOsm/kg (LSL:270.0, USL:320.0)",2024-03-06 17:00:00,2024-04-08 17:00:00,1,QA_Manager,Personnel
DEV00001,FIB2511,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 377.9802 mOsm/kg (LSL:270.0, USL:320.0)",2024-03-07 08:00:00,2024-05-27 08:00:00,0,QA_Invest_3,Material
DEV00001,FIB2511,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.7259 mg/ml (LSL:7.0, USL:10.0)",2024-03-06 09:00:00,2024-05-13 09:00:00,1,MSAT_Lead,Personnel
DEV00001,OCT2520,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.0708 mg/ml (LSL:7.0, USL:10.0)",2024-03-11 13:00:00,2024-04-21 13:00:00,0,QA_Invest_3,Equipment
DEV00001,OCT2524,OOS_Result,Minor,"OOS result: assay_percent = 84.4273 % (LSL:95.0, USL:110.0)",2024-03-09 11:00:00,2024-04-05 11:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT2532,OOS_Result,Minor,"OOS result: pH = 7.4494 pH (LSL:6.9, USL:7.4)",2024-03-12 08:00:00,2024-04-05 08:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT2538,OOS_Result,Minor,"OOS result: assay_percent = 94.048 % (LSL:95.0, USL:110.0)",2024-03-12 10:00:00,2024-04-13 10:00:00,1,MSAT_Lead,Method
DEV00001,FIB2545,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 374.4786 mOsm/kg (LSL:270.0, USL:320.0)",2024-03-16 01:00:00,2024-05-29 01:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT2557,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 342.5119 mOsm/kg (LSL:270.0, USL:320.0)",2024-03-19 10:00:00,2024-05-30 10:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT2565,OOS_Result,Critical,"OOS result: protein_mg_ml = 12.8993 mg/ml (LSL:7.0, USL:10.0)",2024-03-21 11:00:00,2024-05-02 11:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,OCT2573,OOS_Result,Major,"OOS result: fill_volume_ml = 11.3495 ml (LSL:9.5, USL:10.5)",2024-03-21 17:00:00,2024-04-23 17:00:00,1,MSAT_Lead,Material
DEV00001,OCT2584,OOS_Result,Critical,"OOS result: assay_percent = 94.2487 % (LSL:95.0, USL:110.0)",2024-03-24 09:00:00,2024-05-09 09:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT2593,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 265.2699 mOsm/kg (LSL:270.0, USL:320.0)",2024-03-29 00:00:00,2024-05-28 00:00:00,1,QA_Invest_3,Personnel
DEV00001,FIB2594,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.3152 mg/ml (LSL:7.0, USL:10.0)",2024-03-28 10:00:00,2024-05-27 10:00:00,0,QA_Invest_2,Under_Investigation
DEV00001,OCT2597,OOS_Result,Major,"OOS result: pH = 6.88 pH (LSL:6.9, USL:7.4)",2024-03-28 12:00:00,2024-04-14 12:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT2608,OOS_Result,Minor,"OOS result: assay_percent = 94.8577 % (LSL:95.0, USL:110.0)",2024-03-30 10:00:00,2024-06-13 10:00:00,0,QA_Invest_2,Equipment
DEV00001,OCT2610,OOS_Result,Critical,"OOS result: protein_mg_ml = 10.0114 mg/ml (LSL:7.0, USL:10.0)",2024-03-29 14:00:00,2024-04-16 14:00:00,1,QA_Manager,Environment
DEV00001,FIB2620,OOS_Result,Critical,"OOS result: protein_mg_ml = 12.0256 mg/ml (LSL:7.0, USL:10.0)",2024-04-01 23:00:00,2024-06-11 23:00:00,1,QA_Manager,Environment
DEV00001,FIB2625,OOS_Result,Minor,"OOS result: particulates_per_ml = 52.441 count/ml (LSL:0.0, USL:50.0)",2024-04-05 00:00:00,2024-07-02 00:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,FIB2626,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 244.7649 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-07 02:00:00,2024-06-07 02:00:00,1,MSAT_Lead,Method
DEV00001,FIB2632,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 257.6466 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-06 22:00:00,2024-06-03 22:00:00,1,QA_Invest_2,Method
DEV00001,OCT2636,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 326.7951 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-08 21:00:00,2024-05-10 21:00:00,1,QA_Manager,Equipment
DEV00001,FIB2640,OOS_Result,Major,"OOS result: fill_volume_ml = 9.1332 ml (LSL:9.5, USL:10.5)",2024-04-08 09:00:00,2024-04-28 09:00:00,1,QA_Manager,Equipment
DEV00001,FIB2640,OOS_Result,Critical,"OOS result: protein_mg_ml = 6.5938 mg/ml (LSL:7.0, USL:10.0)",2024-04-10 07:00:00,2024-06-26 07:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT2641,OOS_Result,Major,"OOS result: assay_percent = 82.5846 % (LSL:95.0, USL:110.0)",2024-04-10 21:00:00,2024-06-20 21:00:00,1,QA_Invest_3,Material
DEV00001,FIB2644,OOS_Result,Major,"OOS result: assay_percent = 126.9992 % (LSL:95.0, USL:110.0)",2024-04-09 19:00:00,2024-05-22 19:00:00,1,QA_Invest_2,Equipment
DEV00001,FIB2645,OOS_Result,Major,"OOS result: protein_mg_ml = 6.1731 mg/ml (LSL:7.0, USL:10.0)",2024-04-09 08:00:00,2024-06-29 08:00:00,1,MSAT_Lead,Material
DEV00001,OCT2648,OOS_Result,Minor,"OOS result: protein_mg_ml = 3.2868 mg/ml (LSL:7.0, USL:10.0)",2024-04-13 15:00:00,2024-05-26 15:00:00,0,QA_Invest_2,Equipment
DEV00001,OCT2649,OOS_Result,Major,"OOS result: pH = 6.8398 pH (LSL:6.9, USL:7.4)",2024-04-11 19:00:00,2024-07-10 19:00:00,1,QA_Manager,Method
DEV00001,FIB2663,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 261.899 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-16 16:00:00,2024-05-24 16:00:00,1,QA_Manager,Equipment
DEV00001,OCT2664,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.8008 mg/ml (LSL:7.0, USL:10.0)",2024-04-16 00:00:00,2024-05-07 00:00:00,1,QA_Invest_1,Method
DEV00001,OCT2668,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.0615 mg/ml (LSL:7.0, USL:10.0)",2024-04-18 11:00:00,2024-06-24 11:00:00,1,QA_Invest_1,Equipment
DEV00001,FIB2672,OOS_Result,Minor,"OOS result: assay_percent = 85.6127 % (LSL:95.0, USL:110.0)",2024-04-16 07:00:00,2024-07-10 07:00:00,0,QA_Manager,Under_Investigation
DEV00001,FIB2672,OOS_Result,Major,"OOS result: protein_mg_ml = 10.1015 mg/ml (LSL:7.0, USL:10.0)",2024-04-18 16:00:00,2024-06-19 16:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT2675,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.4566 mg/ml (LSL:7.0, USL:10.0)",2024-04-21 22:00:00,2024-07-16 22:00:00,0,QA_Invest_2,Material
DEV00001,OCT2679,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 244.7775 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-20 16:00:00,2024-06-01 16:00:00,0,QA_Invest_2,Under_Investigation
DEV00001,OCT2683,OOS_Result,Minor,"OOS result: pH = 7.4549 pH (LSL:6.9, USL:7.4)",2024-04-20 10:00:00,2024-07-10 10:00:00,1,QA_Invest_3,Method
DEV00001,OCT2684,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.3636 ml (LSL:9.5, USL:10.5)",2024-04-20 13:00:00,2024-07-19 13:00:00,0,QA_Manager,Personnel
DEV00001,FIB2686,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 223.6833 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-23 06:00:00,2024-06-04 06:00:00,1,QA_Manager,Material
DEV00001,OCT2696,OOS_Result,Major,"OOS result: fill_volume_ml = 10.55 ml (LSL:9.5, USL:10.5)",2024-04-24 02:00:00,2024-07-10 02:00:00,1,QA_Invest_3,Equipment
DEV00001,FIB2703,OOS_Result,Minor,"OOS result: endotoxin_eu_ml = 0.5776 EU/ml (LSL:0.0, USL:0.5)",2024-04-26 11:00:00,2024-07-07 11:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,OCT2706,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 321.7133 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-29 21:00:00,2024-06-12 21:00:00,1,QA_Invest_1,Method
DEV00001,OCT2707,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 266.8695 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-28 01:00:00,2024-06-01 01:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,FIB2709,OOS_Result,Major,"OOS result: protein_mg_ml = 6.3339 mg/ml (LSL:7.0, USL:10.0)",2024-04-30 02:00:00,2024-07-22 02:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT2711,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 324.3437 mOsm/kg (LSL:270.0, USL:320.0)",2024-04-29 12:00:00,2024-06-30 12:00:00,1,MSAT_Lead,Personnel
DEV00001,FIB2716,OOS_Result,Minor,"OOS result: pH = 7.8386 pH (LSL:6.9, USL:7.4)",2024-04-29 11:00:00,2024-06-26 11:00:00,0,QA_Invest_2,Environment
DEV00001,OCT2717,OOS_Result,Minor,"OOS result: fill_volume_ml = 11.174 ml (LSL:9.5, USL:10.5)",2024-04-30 15:00:00,2024-07-18 15:00:00,0,QA_Invest_1,Method
DEV00001,FIB2724,OOS_Result,Minor,"OOS result: protein_mg_ml = 12.2507 mg/ml (LSL:7.0, USL:10.0)",2024-05-03 08:00:00,2024-06-14 08:00:00,0,QA_Invest_1,Method
DEV00001,FIB2727,OOS_Result,Minor,"OOS result: particulates_per_ml = 53.4532 count/ml (LSL:0.0, USL:50.0)",2024-05-05 21:00:00,2024-06-01 21:00:00,1,QA_Invest_1,Material
DEV00001,OCT2729,OOS_Result,Major,"OOS result: pH = 7.6333 pH (LSL:6.9, USL:7.4)",2024-05-04 10:00:00,2024-07-07 10:00:00,1,QA_Invest_2,Equipment
DEV00001,FIB2732,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0677 mg/ml (LSL:7.0, USL:10.0)",2024-05-05 06:00:00,2024-05-24 06:00:00,1,QA_Manager,Under_Investigation
DEV00001,FIB2738,OOS_Result,Minor,"OOS result: assay_percent = 120.2095 % (LSL:95.0, USL:110.0)",2024-05-03 21:00:00,2024-06-14 21:00:00,1,QA_Invest_1,Equipment
DEV00001,FIB2738,OOS_Result,Major,"OOS result: protein_mg_ml = 6.8713 mg/ml (LSL:7.0, USL:10.0)",2024-05-07 13:00:00,2024-06-29 13:00:00,1,QA_Invest_3,Equipment
DEV00001,OCT2740,OOS_Result,Minor,"OOS result: assay_percent = 122.5598 % (LSL:95.0, USL:110.0)",2024-05-05 05:00:00,2024-07-16 05:00:00,1,QA_Invest_2,Method
DEV00001,FIB2747,OOS_Result,Minor,"OOS result: pH = 6.5823 pH (LSL:6.9, USL:7.4)",2024-05-07 10:00:00,2024-06-02 10:00:00,1,QA_Invest_2,Environment
DEV00001,OCT2749,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 334.6731 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-08 22:00:00,2024-07-17 22:00:00,0,QA_Invest_3,Personnel
DEV00001,OCT2750,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 327.7501 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-08 17:00:00,2024-06-03 17:00:00,0,MSAT_Lead,Material
DEV00001,FIB2752,OOS_Result,Major,"OOS result: protein_mg_ml = 3.4099 mg/ml (LSL:7.0, USL:10.0)",2024-05-09 00:00:00,2024-07-31 00:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,FIB2754,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 324.0092 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-10 21:00:00,2024-06-15 21:00:00,0,QA_Manager,Equipment
DEV00001,OCT2757,OOS_Result,Critical,"OOS result: assay_percent = 119.5955 % (LSL:95.0, USL:110.0)",2025-07-20 17:55:35,,1,QA_Invest_2,Under_Investigation
DEV00001,FIB2764,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 239.4496 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-14 00:00:00,2024-06-07 00:00:00,1,MSAT_Lead,Method
DEV00001,OCT2772,OOS_Result,Minor,"OOS result: protein_mg_ml = 3.4599 mg/ml (LSL:7.0, USL:10.0)",2024-05-17 05:00:00,2024-06-08 05:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT2777,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.2572 ml (LSL:9.5, USL:10.5)",2024-05-15 22:00:00,2024-08-03 22:00:00,1,QA_Manager,Material
DEV00001,OCT2777,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0697 mg/ml (LSL:7.0, USL:10.0)",2024-05-18 20:00:00,2024-07-09 20:00:00,1,QA_Invest_3,Personnel
DEV00001,FIB2783,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 229.848 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-20 16:00:00,2024-06-09 16:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT2795,OOS_Result,Minor,"OOS result: pH = 6.8372 pH (LSL:6.9, USL:7.4)",2024-05-22 07:00:00,2024-07-17 07:00:00,0,MSAT_Lead,Equipment
DEV00001,OCT2799,OOS_Result,Critical,"OOS result: assay_percent = 110.8146 % (LSL:95.0, USL:110.0)",2024-05-21 23:00:00,2024-07-07 23:00:00,1,MSAT_Lead,Material
DEV00001,OCT2804,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 322.4814 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-24 21:00:00,2024-08-08 21:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT2805,OOS_Result,Major,"OOS result: fill_volume_ml = 9.1253 ml (LSL:9.5, USL:10.5)",2024-05-24 20:00:00,2024-07-31 20:00:00,1,QA_Manager,Material
DEV00001,FIB2807,OOS_Result,Major,"OOS result: protein_mg_ml = 4.0118 mg/ml (LSL:7.0, USL:10.0)",2024-05-25 21:00:00,2024-08-04 21:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,FIB2812,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 269.8049 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-27 13:00:00,2024-06-16 13:00:00,1,MSAT_Lead,Method
DEV00001,OCT2815,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.5426 ml (LSL:9.5, USL:10.5)",2024-05-27 10:00:00,2024-08-14 10:00:00,0,QA_Manager,Environment
DEV00001,OCT2816,OOS_Result,Critical,"OOS result: protein_mg_ml = 10.0505 mg/ml (LSL:7.0, USL:10.0)",2024-05-27 12:00:00,2024-06-17 12:00:00,1,QA_Invest_2,Equipment
DEV00001,FIB2820,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.0781 mg/ml (LSL:7.0, USL:10.0)",2024-05-28 07:00:00,2024-07-28 07:00:00,0,QA_Invest_1,Environment
DEV00001,FIB2822,OOS_Result,Minor,"OOS result: particulates_per_ml = 53.5441 count/ml (LSL:0.0, USL:50.0)",2024-05-28 16:00:00,2024-06-26 16:00:00,0,QA_Invest_1,Under_Investigation
DEV00001,OCT2825,OOS_Result,Minor,"OOS result: assay_percent = 88.2126 % (LSL:95.0, USL:110.0)",2024-05-29 06:00:00,2024-08-10 06:00:00,1,QA_Invest_1,Environment
DEV00001,OCT2826,OOS_Result,Critical,"OOS result: assay_percent = 125.7879 % (LSL:95.0, USL:110.0)",2024-05-28 04:00:00,2024-06-16 04:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT2827,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 320.3078 mOsm/kg (LSL:270.0, USL:320.0)",2024-05-31 16:00:00,2024-08-10 16:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,OCT2834,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.2258 mg/ml (LSL:7.0, USL:10.0)",2024-06-02 01:00:00,2024-08-30 01:00:00,1,MSAT_Lead,Method
DEV00001,OCT2836,OOS_Result,Major,"OOS result: particulates_per_ml = 70.548 count/ml (LSL:0.0, USL:50.0)",2024-06-01 20:00:00,2024-08-06 20:00:00,1,QA_Invest_1,Environment
DEV00001,FIB2850,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 325.4128 mOsm/kg (LSL:270.0, USL:320.0)",2024-06-08 17:00:00,2024-07-26 17:00:00,1,MSAT_Lead,Environment
DEV00001,OCT2855,OOS_Result,Minor,"OOS result: particulates_per_ml = 65.4006 count/ml (LSL:0.0, USL:50.0)",2024-06-09 18:00:00,2024-08-11 18:00:00,0,QA_Invest_2,Environment
DEV00001,OCT2858,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 257.8292 mOsm/kg (LSL:270.0, USL:320.0)",2024-06-10 14:00:00,2024-07-09 14:00:00,1,MSAT_Lead,Environment
DEV00001,OCT2862,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 322.3531 mOsm/kg (LSL:270.0, USL:320.0)",2024-06-10 20:00:00,2024-07-30 20:00:00,1,QA_Manager,Personnel
DEV00001,FIB2865,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.2364 mg/ml (LSL:7.0, USL:10.0)",2024-06-13 03:00:00,2024-07-10 03:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB2869,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0541 mg/ml (LSL:7.0, USL:10.0)",2024-06-15 02:00:00,2024-07-05 02:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT2878,OOS_Result,Minor,"OOS result: particulates_per_ml = 64.5657 count/ml (LSL:0.0, USL:50.0)",2024-06-17 09:00:00,2024-07-08 09:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB2881,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 336.4882 mOsm/kg (LSL:270.0, USL:320.0)",2024-06-17 04:00:00,2024-07-28 04:00:00,1,QA_Manager,Personnel
DEV00001,OCT2884,OOS_Result,Minor,"OOS result: fill_volume_ml = 8.9819 ml (LSL:9.5, USL:10.5)",2024-06-19 07:00:00,2024-07-07 07:00:00,0,QA_Invest_1,Method
DEV00001,OCT2889,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 341.1469 mOsm/kg (LSL:270.0, USL:320.0)",2024-06-21 22:00:00,2024-07-13 22:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT2890,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.7699 mg/ml (LSL:7.0, USL:10.0)",2024-06-23 01:00:00,2024-08-31 01:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT2891,OOS_Result,Major,"OOS result: protein_mg_ml = 6.888 mg/ml (LSL:7.0, USL:10.0)",2025-07-10 17:55:35,,1,MSAT_Lead,Under_Investigation
DEV00001,OCT2892,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 331.5037 mOsm/kg (LSL:270.0, USL:320.0)",2024-06-22 06:00:00,2024-08-25 06:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,OCT2896,OOS_Result,Major,"OOS result: fill_volume_ml = 9.0965 ml (LSL:9.5, USL:10.5)",2024-06-22 10:00:00,2024-09-12 10:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT2901,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.0516 ml (LSL:9.5, USL:10.5)",2024-06-21 23:00:00,2024-09-16 23:00:00,0,QA_Invest_2,Under_Investigation
DEV00001,FIB2902,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 327.9964 mOsm/kg (LSL:270.0, USL:320.0)",2025-08-03 17:55:35,,1,QA_Invest_3,Under_Investigation
DEV00001,OCT2904,OOS_Result,Major,"OOS result: pH = 7.7019 pH (LSL:6.9, USL:7.4)",2025-08-21 17:55:35,,1,QA_Invest_1,Under_Investigation
DEV00001,FIB2906,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9293 mg/ml (LSL:7.0, USL:10.0)",2024-06-25 06:00:00,2024-07-27 06:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT2908,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.0759 ml (LSL:9.5, USL:10.5)",2024-06-24 21:00:00,2024-09-07 21:00:00,0,QA_Invest_3,Under_Investigation
DEV00001,FIB2913,OOS_Result,Minor,"OOS result: protein_mg_ml = 13.264 mg/ml (LSL:7.0, USL:10.0)",2024-06-27 21:00:00,2024-08-01 21:00:00,0,QA_Invest_3,Material
DEV00001,FIB2914,OOS_Result,Minor,"OOS result: particulates_per_ml = 58.1138 count/ml (LSL:0.0, USL:50.0)",2024-06-27 22:00:00,2024-08-28 22:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,FIB2914,OOS_Result,Major,"OOS result: protein_mg_ml = 3.329 mg/ml (LSL:7.0, USL:10.0)",2024-06-26 09:00:00,2024-08-10 09:00:00,1,QA_Invest_2,Method
DEV00001,OCT2921,OOS_Result,Minor,"OOS result: pH = 6.535 pH (LSL:6.9, USL:7.4)",2024-06-29 04:00:00,2024-09-21 04:00:00,1,MSAT_Lead,Material
DEV00001,OCT2934,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 263.0093 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-03 07:00:00,2024-09-06 07:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT2940,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 263.7097 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-02 23:00:00,2024-09-08 23:00:00,1,QA_Manager,Equipment
DEV00001,OCT2944,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.4883 mg/ml (LSL:7.0, USL:10.0)",2024-07-03 21:00:00,2024-07-25 21:00:00,0,QA_Invest_1,Environment
DEV00001,FIB2950,OOS_Result,Major,"OOS result: protein_mg_ml = 10.1438 mg/ml (LSL:7.0, USL:10.0)",2024-07-05 23:00:00,2024-08-24 23:00:00,1,MSAT_Lead,Equipment
DEV00001,FIB2951,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.7451 mg/ml (LSL:7.0, USL:10.0)",2024-07-05 13:00:00,2024-09-08 13:00:00,1,QA_Invest_3,Equipment
DEV00001,OCT2952,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 320.4067 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-08 06:00:00,2024-08-09 06:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB2955,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 372.9957 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-06 20:00:00,2024-09-26 20:00:00,1,QA_Invest_3,Material
DEV00001,FIB2958,OOS_Result,Major,"OOS result: fill_volume_ml = 11.0558 ml (LSL:9.5, USL:10.5)",2024-07-06 12:00:00,2024-08-19 12:00:00,1,QA_Invest_2,Material
DEV00001,FIB2966,OOS_Result,Minor,"OOS result: assay_percent = 114.3772 % (LSL:95.0, USL:110.0)",2024-07-09 04:00:00,2024-08-28 04:00:00,0,MSAT_Lead,Equipment
DEV00001,OCT2971,OOS_Result,Critical,"OOS result: osmolality_mOsm_kg = 268.0632 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-12 21:00:00,2024-09-03 21:00:00,1,QA_Manager,Environment
DEV00001,OCT2972,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.0549 mg/ml (LSL:7.0, USL:10.0)",2024-07-11 13:00:00,2024-09-04 13:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT2974,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.1412 mg/ml (LSL:7.0, USL:10.0)",2024-07-13 17:00:00,2024-09-27 17:00:00,0,QA_Invest_2,Personnel
DEV00001,OCT2977,OOS_Result,Minor,"OOS result: assay_percent = 122.4527 % (LSL:95.0, USL:110.0)",2024-07-13 00:00:00,2024-09-26 00:00:00,0,QA_Manager,Material
DEV00001,OCT2983,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 323.0004 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-14 16:00:00,2024-09-12 16:00:00,0,QA_Manager,Method
DEV00001,OCT2988,OOS_Result,Major,"OOS result: assay_percent = 94.3469 % (LSL:95.0, USL:110.0)",2024-07-16 08:00:00,2024-07-31 08:00:00,1,QA_Invest_3,Environment
DEV00001,OCT2988,OOS_Result,Minor,"OOS result: endotoxin_eu_ml = 0.5045 EU/ml (LSL:0.0, USL:0.5)",2024-07-17 11:00:00,2024-10-12 11:00:00,1,QA_Manager,Environment
DEV00001,FIB2992,OOS_Result,Major,"OOS result: pH = 6.8519 pH (LSL:6.9, USL:7.4)",2024-07-17 22:00:00,2024-08-11 22:00:00,1,QA_Manager,Personnel
DEV00001,FIB2992,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 338.7588 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-17 07:00:00,2024-08-14 07:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,OCT2993,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 321.2849 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-19 20:00:00,2024-09-17 20:00:00,0,QA_Invest_1,Method
DEV00001,OCT2999,OOS_Result,Major,"OOS result: pH = 7.6311 pH (LSL:6.9, USL:7.4)",2024-07-19 16:00:00,2024-08-13 16:00:00,1,MSAT_Lead,Environment
DEV00001,FIB3000,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 326.1553 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-22 01:00:00,2024-08-13 01:00:00,0,QA_Invest_2,Material
DEV00001,FIB3001,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 322.1531 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-20 17:00:00,2024-09-07 17:00:00,0,MSAT_Lead,Environment
DEV00001,FIB3001,OOS_Result,Minor,"OOS result: protein_mg_ml = 3.5465 mg/ml (LSL:7.0, USL:10.0)",2024-07-21 19:00:00,2024-09-02 19:00:00,1,MSAT_Lead,Environment
DEV00001,OCT3002,OOS_Result,Minor,"OOS result: endotoxin_eu_ml = 0.5359 EU/ml (LSL:0.0, USL:0.5)",2024-07-22 08:00:00,2024-09-17 08:00:00,0,QA_Invest_2,Under_Investigation
DEV00001,OCT3007,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 212.1602 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-26 10:00:00,2024-09-26 10:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT3008,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 325.1339 mOsm/kg (LSL:270.0, USL:320.0)",2024-07-24 00:00:00,2024-10-05 00:00:00,1,QA_Manager,Method
